City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain Inches (Last 3 hrs),Snow Inches (Last 3 hrs)
467,Chicama,PE,2020-04-18 03:19:28,-7.84,-79.15,74.14,70,18,6.2,few clouds,0.0,0.0
468,Oksfjord,NO,2020-04-18 03:19:28,70.24,22.35,35.01,74,93,21.99,light snow,0.0,0.23
469,Pemberton,CA,2020-04-18 03:19:29,50.32,-122.8,48.74,63,100,0.11,light rain,0.33,0.0
470,Karratha,AU,2020-04-18 03:15:23,-20.74,116.85,92.41,35,74,4.29,broken clouds,0.0,0.0
471,Razdolinsk,RU,2020-04-18 03:19:29,58.42,94.67,40.77,61,9,4.9,clear sky,0.0,0.0
472,Chernyshevskiy,RU,2020-04-18 03:19:29,63.01,112.47,13.98,84,0,8.97,clear sky,0.0,0.0
473,Tazovskiy,RU,2020-04-18 03:19:30,67.47,78.7,35.6,99,100,17.63,overcast clouds,0.0,0.0
474,Namatanai,PG,2020-04-18 03:15:26,-3.67,152.43,83.17,73,98,7.63,overcast clouds,0.0,0.0
475,Cochrane,CA,2020-04-18 03:16:54,51.18,-114.47,37.4,93,90,4.23,moderate rain,0.0,0.0
476,Sibolga,ID,2020-04-18 03:19:30,1.74,98.78,87.64,57,99,2.86,overcast clouds,0.0,0.0
477,Salalah,OM,2020-04-18 03:19:31,17.02,54.09,78.8,74,20,3.36,few clouds,0.0,0.0
478,Pinillos,CO,2020-04-18 03:19:31,8.92,-74.47,78.51,83,10,2.84,light rain,0.24,0.0
479,Luganville,VU,2020-04-18 03:19:31,-15.53,167.17,86.0,66,75,5.82,broken clouds,0.0,0.0
480,Meadow Lake,US,2020-04-18 03:15:22,34.8,-106.54,55.4,26,75,8.05,broken clouds,0.0,0.0
481,Qrendi,MT,2020-04-18 03:19:32,35.83,14.46,57.99,100,20,3.36,few clouds,0.0,0.0
482,Grinties,RO,2020-04-18 03:19:32,47.05,25.87,48.0,67,99,1.95,light rain,1.3,0.0
483,Manacapuru,BR,2020-04-18 03:19:32,-3.3,-60.62,77.0,88,75,5.82,broken clouds,0.0,0.0
484,Port Hedland,AU,2020-04-18 03:19:33,-20.32,118.57,98.6,35,100,5.82,overcast clouds,0.0,0.0
485,Axim,GH,2020-04-18 03:15:00,4.87,-2.24,80.69,86,100,9.06,light rain,0.91,0.0
486,Vyazemskiy,RU,2020-04-18 03:19:33,47.54,134.75,60.82,32,78,5.93,broken clouds,0.0,0.0
487,Levokumka,RU,2020-04-18 03:19:33,44.23,43.15,33.8,86,100,6.71,overcast clouds,0.0,0.0
488,Nokaneng,BW,2020-04-18 03:19:34,-19.67,22.27,70.74,38,8,3.6,clear sky,0.0,0.0
489,Allada,BJ,2020-04-18 03:19:34,6.67,2.15,84.2,83,40,11.41,scattered clouds,0.0,0.0
490,Veraval,IN,2020-04-18 03:19:34,20.9,70.37,85.55,44,0,9.53,clear sky,0.0,0.0
491,Lompoc,US,2020-04-18 03:19:34,34.64,-120.46,55.4,82,90,6.93,overcast clouds,0.0,0.0
492,Hay River,CA,2020-04-18 03:19:35,60.82,-115.8,32.0,96,90,6.93,overcast clouds,0.0,0.0
493,Dongsheng,CN,2020-04-18 03:19:35,39.82,109.98,52.63,24,100,15.14,overcast clouds,0.0,0.0
494,Dobson,US,2020-04-18 03:19:35,36.4,-80.72,60.8,48,1,8.05,clear sky,0.0,0.0
495,Kamaishi,JP,2020-04-18 03:19:36,39.27,141.88,48.2,93,75,2.24,light rain,0.0,0.0
496,Ryotsu,JP,2020-04-18 03:19:36,38.08,138.43,53.6,100,75,6.93,light rain,0.0,0.0
497,Naples,IT,2020-04-18 03:19:36,40.83,14.25,57.2,82,30,2.24,scattered clouds,0.0,0.0
498,Kralendijk,BQ,2020-04-18 03:19:36,12.15,-68.27,80.6,74,7,17.22,clear sky,0.0,0.0
499,Rundu,NA,2020-04-18 03:19:36,-17.93,19.77,68.0,77,12,2.24,few clouds,0.0,0.0
500,Kaeo,NZ,2020-04-18 03:19:37,-35.1,173.78,69.01,87,38,4.0,light rain,0.2,0.0
501,Cockburn Town,TC,2020-04-18 03:19:37,21.46,-71.14,78.96,80,5,17.63,clear sky,0.0,0.0
502,Izumo,JP,2020-04-18 03:19:37,35.37,132.77,59.0,77,75,18.34,light intensity shower rain,0.0,0.0
503,Concepcion Del Oro,MX,2020-04-18 03:19:38,24.63,-101.42,68.05,19,100,2.82,light rain,0.44,0.0
504,Pokhara,NP,2020-04-18 03:19:38,28.23,83.98,74.68,30,2,2.37,clear sky,0.0,0.0
505,Tanout,NE,2020-04-18 03:19:38,14.97,8.89,75.6,13,0,7.18,clear sky,0.0,0.0
506,Say,NE,2020-04-18 03:18:32,13.1,2.37,86.0,12,69,2.24,broken clouds,0.0,0.0
507,Pijijiapan,MX,2020-04-18 03:19:39,15.7,-93.23,82.24,71,15,2.26,few clouds,0.0,0.0
508,Saint-Francois,FR,2020-04-18 03:19:39,46.42,3.91,55.4,76,90,2.24,overcast clouds,0.0,0.0
509,Loandjili,CG,2020-04-18 03:19:39,-4.76,11.86,77.4,89,98,3.02,light rain,1.68,0.0
510,Aguimes,ES,2020-04-18 03:19:39,27.91,-15.45,66.2,72,40,2.24,scattered clouds,0.0,0.0
511,Bathsheba,BB,2020-04-18 03:19:39,13.22,-59.52,78.8,74,40,16.11,scattered clouds,0.0,0.0
512,Porto Novo,BJ,2020-04-18 03:19:40,6.5,2.6,84.2,83,40,11.41,scattered clouds,0.0,0.0
513,Tamandare,BR,2020-04-18 03:19:40,-8.76,-35.1,80.37,79,64,3.31,light rain,1.35,0.0
514,Namwala,ZM,2020-04-18 03:19:40,-15.75,26.44,65.52,61,42,5.23,scattered clouds,0.0,0.0
515,North Providence,US,2020-04-18 03:15:48,41.85,-71.47,44.6,65,90,8.05,light rain,0.0,0.0
516,Komsomolskiy,UZ,2020-04-18 03:19:41,40.43,71.72,60.8,58,30,2.24,scattered clouds,0.0,0.0
517,Vagur,FO,2020-04-18 03:19:41,61.47,-6.81,44.56,82,0,13.04,clear sky,0.0,0.0
518,Divnomorskoye,RU,2020-04-18 03:19:42,44.5,38.14,46.81,80,94,2.24,overcast clouds,0.0,0.0
519,Viedma,AR,2020-04-18 03:19:42,-40.81,-63.0,73.76,39,51,19.8,broken clouds,0.0,0.0
520,Moratuwa,LK,2020-04-18 03:19:43,6.77,79.88,82.4,83,20,3.36,few clouds,0.0,0.0
521,Zhuhai,CN,2020-04-18 03:19:43,22.28,113.57,78.8,94,40,6.93,scattered clouds,0.0,0.0
522,Nizhniy Baskunchak,RU,2020-04-18 03:19:44,48.22,46.83,49.05,78,100,10.56,overcast clouds,0.0,0.0
523,Auki,SB,2020-04-18 03:19:44,-8.77,160.7,81.34,79,98,3.22,moderate rain,4.74,0.0
524,Souillac,MU,2020-04-18 03:19:44,-20.52,57.52,77.0,83,75,12.75,shower rain,0.0,0.0
525,Tornio,FI,2020-04-18 03:19:44,65.85,24.15,33.8,59,100,13.87,overcast clouds,0.0,0.0
526,Halifax,CA,2020-04-18 03:19:39,44.65,-63.57,35.01,52,16,1.01,few clouds,0.0,0.0
527,Mala,PE,2020-04-18 03:19:45,-12.66,-76.63,74.34,68,80,4.23,broken clouds,0.0,0.0
528,Kungurtug,RU,2020-04-18 03:19:45,50.6,97.52,35.56,41,76,7.23,broken clouds,0.0,0.0
529,Iquique,CL,2020-04-18 03:17:18,-20.22,-70.14,66.2,72,27,5.82,scattered clouds,0.0,0.0
530,Pangkalanbuun,ID,2020-04-18 03:19:47,-2.68,111.62,85.55,77,96,3.0,moderate rain,4.17,0.0
531,Saint-Augustin,CA,2020-04-18 03:16:29,51.23,-58.65,23.63,90,100,9.22,overcast clouds,0.0,0.0
532,Ieper,BE,2020-04-18 03:19:47,50.85,2.89,50.0,50,100,6.82,light rain,2.1,0.0
533,Cortez,US,2020-04-18 03:19:47,37.35,-108.59,44.6,39,1,5.82,clear sky,0.0,0.0
534,Ketchikan,US,2020-04-18 03:19:48,55.34,-131.65,53.6,76,1,16.11,clear sky,0.0,0.0
535,Benemerito De Las Americas,MX,2020-04-18 03:19:48,16.52,-90.64,80.19,49,76,2.77,broken clouds,0.0,0.0
536,Piraquara,BR,2020-04-18 03:19:48,-25.44,-49.06,51.8,100,75,5.82,broken clouds,0.0,0.0
537,Lagoa Nova,BR,2020-04-18 03:19:48,-6.1,-36.48,68.09,84,12,5.84,few clouds,0.0,0.0
538,Si Chiang Mai,TH,2020-04-18 03:19:49,17.96,102.59,87.01,74,75,4.05,broken clouds,0.0,0.0
539,Batemans Bay,AU,2020-04-18 03:19:49,-35.72,150.18,66.99,63,1,5.99,clear sky,0.0,0.0
540,Weston,US,2020-04-18 03:16:15,26.1,-80.4,82.4,74,90,5.82,overcast clouds,0.0,0.0
541,Sulangan,PH,2020-04-18 03:19:51,11.14,123.72,85.12,69,18,7.74,few clouds,0.0,0.0
542,Ambon,ID,2020-04-18 03:19:54,-3.7,128.18,91.4,63,40,4.7,scattered clouds,0.0,0.0
543,Tezu,IN,2020-04-18 03:19:54,27.92,96.17,85.42,36,24,2.98,few clouds,0.0,0.0
544,Bilma,NE,2020-04-18 03:19:55,18.69,12.92,80.44,13,0,8.23,clear sky,0.0,0.0
545,Kimbe,PG,2020-04-18 03:19:55,-5.55,150.14,88.14,62,56,4.54,broken clouds,0.0,0.0
546,Haapiti,PF,2020-04-18 03:19:56,-17.57,-149.87,86.0,70,99,5.82,overcast clouds,0.0,0.0
547,Wewak,PG,2020-04-18 03:19:56,-3.55,143.63,86.58,63,70,6.02,broken clouds,0.0,0.0
548,Umm Lajj,SA,2020-04-18 03:19:57,25.02,37.27,68.72,59,2,5.82,clear sky,0.0,0.0
549,Cangucu,BR,2020-04-18 03:19:57,-31.39,-52.68,52.0,96,0,1.72,clear sky,0.0,0.0
550,Genhe,CN,2020-04-18 03:19:57,50.78,121.52,56.57,26,45,6.73,scattered clouds,0.0,0.0
551,Fasa,IR,2020-04-18 03:19:57,28.94,53.65,48.2,93,40,2.06,scattered clouds,0.0,0.0
552,Toda Raisingh,IN,2020-04-18 03:19:58,26.03,75.48,90.03,19,15,14.23,few clouds,0.0,0.0
553,Pedasi,PA,2020-04-18 03:19:58,7.53,-80.03,79.86,74,0,20.09,clear sky,0.0,0.0
554,Palm Beach,US,2020-04-18 03:19:58,26.71,-80.04,77.0,94,90,14.99,thunderstorm,0.0,0.0
555,Simpang Empat,MY,2020-04-18 03:19:58,4.95,100.63,89.6,62,20,4.7,few clouds,0.0,0.0
556,Amapa,BR,2020-04-18 03:19:59,1.0,-52.0,72.75,94,100,0.67,light rain,2.75,0.0
557,Toamasina,MG,2020-04-18 03:19:59,-18.17,49.38,71.6,100,40,11.41,shower rain,0.0,0.0
558,Okhotsk,RU,2020-04-18 03:19:59,59.38,143.3,22.78,92,100,5.7,light snow,0.0,0.33
559,Nishihara,JP,2020-04-18 03:15:47,26.18,127.76,80.01,65,40,10.29,scattered clouds,0.0,0.0
560,Magistralnyy,RU,2020-04-18 03:19:59,56.17,107.45,29.71,81,95,14.18,overcast clouds,0.0,0.0
561,West Plains,US,2020-04-18 03:20:00,36.73,-91.85,43.0,70,90,10.29,overcast clouds,0.0,0.0
562,Baykit,RU,2020-04-18 03:20:00,61.67,96.37,35.06,80,95,4.0,light snow,0.0,0.11
563,Curup,ID,2020-04-18 03:19:35,-3.47,102.53,78.96,65,92,1.03,moderate rain,4.27,0.0
564,Margate,GB,2020-04-18 03:20:00,51.38,1.39,48.0,96,99,5.99,light rain,0.62,0.0
565,Diamantino,BR,2020-04-18 03:20:00,-14.41,-56.45,70.66,85,90,3.6,overcast clouds,0.0,0.0
566,Mwinilunga,ZM,2020-04-18 03:20:01,-11.74,24.43,61.2,64,73,5.35,broken clouds,0.0,0.0
567,Cairns,AU,2020-04-18 03:20:01,-16.92,145.77,88.0,70,95,6.93,light rain,0.12,0.0
568,Vao,NC,2020-04-18 03:20:02,-22.67,167.48,74.79,69,51,9.75,broken clouds,0.0,0.0
569,Cacoal,BR,2020-04-18 03:20:02,-11.44,-61.45,69.21,74,1,5.77,clear sky,0.0,0.0
